iter	Logloss
139	0.04536080489
140	0.0452949555
141	0.04518841591
142	0.04510105777
143	0.04498936599
144	0.04492209117
145	0.04484276124
146	0.04474641952
147	0.04467332061
148	0.04458560695
149	0.04449832962
150	0.04444049817
151	0.04439251785
152	0.04434561591
153	0.04432037601
154	0.04422624839
155	0.04415088542
156	0.04406588717
157	0.04398956878
158	0.04392814706
159	0.04382654319
160	0.04366832299
161	0.04363410336
162	0.04359560598
163	0.04355530372
164	0.04349853718
165	0.04339458653
166	0.04336815039
167	0.04326042361
168	0.0431557771
169	0.04308317597
170	0.04300232897
171	0.04292679393
172	0.04288422177
173	0.04284135961
174	0.04279703068
175	0.04277642415
176	0.04273551942
177	0.04265055644
178	0.04253680442
179	0.04247823275
180	0.04241372356
181	0.04231333766
182	0.04224768174
183	0.04219570732
184	0.04211969776
185	0.04206615545
186	0.04194560586
187	0.04191657724
188	0.04189334255
189	0.04181330399
190	0.04176221711
191	0.04167409078
192	0.04162047042
193	0.04155786049
194	0.0414930304
195	0.04144094095
196	0.04134789192
197	0.04128753604
198	0.0412507391
199	0.04117836553
200	0.04114121381
201	0.04107293725
202	0.04102553517
203	0.0409903361
204	0.04091596263
205	0.04086292128
206	0.04082490098
207	0.04077391409
208	0.04073105295
209	0.0406999518
210	0.04066218447
211	0.04063274097
212	0.04059848107
213	0.04056986009
214	0.04049068326
215	0.04041366773
216	0.04035464885
217	0.04030264942
218	0.04027451666
219	0.04024102358
220	0.04017427863
221	0.04014466926
222	0.04009582321
223	0.0400472905
224	0.03999657797
225	0.03995252609
226	0.03992233548
227	0.03986801824
228	0.03979876459
229	0.03971028122
230	0.03966623736
231	0.03964846098
232	0.03963100298
233	0.03956994753
234	0.03949288205
235	0.03945140381
236	0.03939197271
237	0.03934777399
238	0.03930437206
239	0.03922452422
240	0.03917549999
241	0.03914312007
242	0.03912317397
243	0.03908645127
244	0.0390635023
245	0.03899322848
246	0.03895844346
247	0.03889972743
248	0.0388571578
249	0.03882559975
250	0.03880414812
251	0.03874522038
252	0.03869955855
253	0.03865684386
254	0.03861576631
255	0.03858197176
256	0.03852993546
257	0.03849891132
258	0.03846016743
259	0.038406374
260	0.038386165
261	0.038386165
262	0.03836068778
263	0.03833350234
264	0.03830550881
265	0.03823658162
266	0.03820229445
267	0.03815485575
268	0.03812327664
269	0.03806992056
270	0.03805116012
271	0.03805107945
272	0.03805105648
273	0.03805099281
274	0.03805095496
275	0.03805087781
276	0.03805082509
277	0.03805082619
278	0.03805078694
279	0.03803156213
280	0.03800086277
281	0.03796061311
282	0.03792380485
283	0.03789480397
284	0.03786061018
285	0.03783503299
286	0.03783499123
287	0.03783497214
288	0.03783497214
289	0.0378100661
290	0.03776248496
291	0.03771773984
292	0.03768722768
293	0.03762143115
294	0.03759833762
295	0.03757285643
296	0.03753399078
297	0.03748413999
298	0.03745410282
299	0.03740858666
300	0.03737051927
301	0.03734144086
302	0.03733586512
303	0.03728715373
304	0.03725334329
305	0.03722335162
306	0306	0.0386875307	0307	0.0386875308	0308	0.0386667309	0309	0.03861677538
310	0.03856149907
311	0.0385410687
312	0.03851982994
313	0.03847847834
314	0.03844181731
315	0.03838313263
316	0.03834329837
317	0.03832845771
318	0.03830216555
319	0.03830217924
320	0.03830217924
321	0.03830217924
322	0.03830217924
323	0.03830217924
324	0.03830217924
325	0.03830217924
326	0.03830217924
327	0.03830217924
328	0.03830217924
329	0.03830217924
330	0.03830217924
331	0.03830217924
332	0.03830217924
333	0.03830217924
334	0.03830217924
335	0.03830217924
336	0.03830217924
337	0.03830217924
338	0.03830217924
339	0.03830217924
340	0.03830217924
341	0.03830217924
342	0.03830217924
343	0.03830217924
344	0.03830217924
345	0.03830217924
346	0.03830217924
347	0.03830217924
348	0.03830217924
349	0.03830217924
350	0.03830217924
351	0.03830217924
352	0.03830217924
353	0.03830217924
354	0.03830217924
355	0.03830217924
356	0.03830217924
357	0.03830217924
358	0.03830217924
359	0.03830217924
360	0.03830217924
361	0.03830217924
362	0.03830217924
363	0.03830217924
364	0.03830217924
365	0.03830217924
366	0.03830217924
367	0.03830217924
368	0.03830217924
369	0.03830217924
370	0.03830217924
371	0.03830217924
372	0.03830217924
373	0.03830217924
374	0.03830217924
375	0.03830217924
376	0.03830217924
377	0.03830217924
378	0.03830217924
379	0.03830217924
380	0.03830217924
381	0.03830217924
382	0.03830217924
383	0.03830217924
384	0.03830217924
385	0.03830217924
386	0.03830217924
387	0.03830217924
388	0.03830217924
389	0.03830217924
390	0.03830217924
391	0.03830217924
392	0.03830217924
393	0.03830217924
394	0.03830217924
395	0.03830217924
396	0.03830217924
397	0.03830217924
398	0.03830217924
399	0.03830217924
400	0.03830217924
401	0.03830217924
402	0.03830217924
403	0.03830217924
404	0.03830217924
405	0.03830217924
406	0.03830217924
407	0.03830217924
408	0.03830217924
409	0.03830217924
410	0.03830217924
411	0.03830217924
412	0.03830217924
413	0.03830217924
414	0.03830217924
415	0.03830217924
416	0.03830217924
417	0.03830217924
418	0.03830217924
419	0.03830217924
420	0.03830217924
421	0.03830217924
422	0.03830217924
423	0.03830217924
424	0.03830217924
425	0.03830217924
426	0.03830217924
427	0.03830217924
428	0.03830217924
429	0.03830217924
430	0.03830217924
431	0.03830217924
432	0.03830217924
433	0.03830217924
434	0.03830217924
435	0.03830217924
436	0.03830217924
437	0.03830217924
438	0.03830217924
439	0.03830217924
440	0.03830212495
441	0.03830210691
442	0.03830209095
443	0.03830209095
444	0.03830209095
445	0.03830209095
446	0.03830209095
447	0.03830209095
448	0.03830209095
449	0.03830209095
450	0.03830209095
451	0.03830209095
452	0.03830209095
453	0.03830209095
454	0.03830209095
455	0.03830209095
456	0.03830209095
457	0.03830209095
458	0.03830209095
459	0.03830209095
460	0.03830209095
461	0.03830209095
462	0.03830209095
463	0.03830209095
464	0.03827374529
465	0.03826540477
466	0.03818797364
467	0.03814279862
468	0.03811629246
469	0.03811624634
470	0.03811622787
471	0.03811611767
472	0.03811605033
473	0.03811590177
474	0.03808653853
475	0.03807435059
476	0.03807412672
477	0.0380740834
478	0.03807404777
479	0.03807329763
480	0.03806288362
481	0.03802392017
482	0.0379658388
483	0.03794395221
484	0.0379013188
485	0.03787839544
486	0.03783414939
487	0.03778961188
488	0.03774782921
489	0.03770201484
490	0.03767990887
491	0.03765638543
492	0.03763131169
493	0.03763131078
494	0.03760997993
495	0.03754938002
496	0.03747501538
497	0.03742687819
498	0.03739931562
499	0.03737637129
500	0.03734693966
501	0.03734686619
502	0.03734677031
503	0.03733107439
504	0.03729019477
505	0.03729014753
506	0.03729012884
507	0.03729012219
508	0.03729006627
509	0.03728995947
510	0.03728996224
511	0.03728993573
512	0.03728989329
513	0.03728985494
514	0.03728984376
515	0.03728979378
516	0.03728975521
517	0.03728970042
518	0.03728966483
519	0.03728957244
520	0.03728956443
521	0.03728950488
522	0.0372894825
523	0.03728938231
524	0.03728931546
525	0.03728931066
526	0.0372893022
527	0.03728924377
528	0.03728922507
529	0.0372892148
530	0.03728920885
531	0.03728913146
532	0.03728902192
533	0.03728896304
534	0.03728887403
535	0.03728881311
536	0.03724651191
537	0.0372310934
538	0.03723096973
539	0.03723089963
540	0.03723080308
541	0.03723078028
542	0.03723076796
543	0.03723074444
544	0.03723072872
545	0.037230754
546	0.03723072298
547	0.03723068511
548	0.03723064903
549	0.03723064565
550	0.03723063238
551	0.03723062027
552	0.03723062667
553	0.03723061184
554	0.03723056439
555	0.03723054316
556	0.03723049978
557	0.03723052624
558	0.03723048241
559	0.03723048151
560	0.03723047901
561	0.03721097847
562	0.0372045773
563	0.03717619817
564	0.03717616868
565	0.03717607208
566	0.03717599397
567	0.03717593028
568	0.03716690035
569	0.0371351069
570	0.03709621922
571	0.03707042052
572	0.037054289
573	0.0370265189
574	0.03698135792
575	0.03695277101
576	0.03691450641
577	0.03690174026
578	0.03687793614
579	0.03686313499
580	0.03680882156
581	0.03678211114
582	0.03675581264
583	0.03672599755
584	0.03668959503
585	0.03664400446
586	0.03658134036
587	0.0365411296
588	0.03652207139
589	0.03650003765
590	0.03649997371
591	0.03649994036
592	0.03648855987
593	0.03648847315
594	0.03648847315
595	0.03648847315
596	0.03648847315
597	0.03648847315
598	0.03648847315
599	0.03647664815
600	0.03645241606
601	0.03640178492
602	0.03637659053
603	0.03636680343
604	0.03633051135
605	0.03632157384
606	0.03628861125
607	0.0362706321
608	0.03618688306
609	0.03615176724
610	0.0361367276
611	0.03612315041
612	0.03609690121
613	0.03605435119
614	0.03604688265
615	0.03600131013
616	0.03595892592
617	0.03594114575
618	0.03591535157
619	0.03589317476
620	0.03587321824
621	0.03584364909
622	0.03582208018
623	0.03579027994
624	0.03577599611
625	0.03574257755
626	0.03572170735
627	0.03569961428
628	0.03568617378
629	0.03566178805
630	0.03561836389
631	0.03558081667
632	0.03555143876
633	0.03554009385
634	0.03550828395
635	0.03549775199
636	0.03546479949
637	0.03544761814
638	0.03544757776
639	0.03544755835
640	0.03544751636
641	0.03544754329
642	0.03544750862
643	0.035447494
644	0.0354474869
645	0.03543653652
646	0.03540321295
647	0.03537969369
648	0.03535974428
649	0.03534090806
650	0.03532728678
651	0.03530489631
652	0.03528866437
653	0.03527912483
654	0.03525390151
655	0.03523115281
656	0.03523109485
657	0.03521592936
658	0.03521589996
659	0.03521586184
660	0.03520125232
661	0.03515995282
662	0.03514866093
663	0.03510731051
664	0.03507764284
665	0.03507765468
666	0.0350776143
667	0.035077599
668	0.03507759879
669	0.03507759879
670	0.03507759879
671	0.03505425408
672	0.03505420045
673	0.03505420045
674	0.03505420045
675	0.03505420045
676	0.03505420045
677	0.03503199966
678	0.03503202017
679	0.03501795714
680	0.03501795714
681	0.03501795714
682	0.03501795714
683	0.03501795714
684	0.03501795714
685	0.03501795714
686	0.03501795714
687	0.03501795714
688	0.03500370812
689	0.03500372064
690	0.03500370902
691	0.03499046524
692	0.03497812804
693	0.03495744161
694	0.03495742696
695	0.03495742696
696	0.03494565856
697	0.03491457141
698	0.03489866175
699	0.03487273188
700	0.03483512064
701	0.03483512064
702	0.03483503846
703	0.0348244701
704	0.03481195378
705	0.03477708085
706	0.03473576382
707	0.03471704424
708	0.03471701703
709	0.0347170084
710	0.03470375796
711	0.03468817323
712	0.03468812714
713	0.03467912281
714	0.03463046149
715	0.0346088951
716	0.03459580041
717	0.03458276754
718	0.03456954696
719	0.03456954696
720	0.03456954696
721	0.03455360537
722	0.03452950606
723	0.03452951521
724	0.03452444198
725	0.03452429019
726	0.0345006818
727	0.03450067883
728	0.03450066284
729	0.0345006202
730	0.03450061173
731	0.03450059324
732	0.03450060212
733	0.03450060212
734	0.03450057589
735	0.03450054832
736	0.03450053438
737	0.03450048417
738	0.03450052477
739	0.03450048027
740	0.03450046612
741	0.03450045564
742	0.03450045289
743	0.03450044173
744	0.03450042068
745	0.03450042068
746	0.03450038807
747	0.03450037987
748	0.03450037987
749	0.03450037987
750	0.03450037987
751	0.03447874233
752	0.0344589675
753	0.0344483412
754	0.03444828914
755	0.03444829123
756	0.03444823916
757	0.03444819652
758	0.03444812921
759	0.03444803634
760	0.03444791558
761	0.03444784868
762	0.03444783228
763	0.03444772936
764	0.03444769284
765	0.03444758649
766	0.03444755066
767	0.0344474571
768	0.03444741784
769	0.03444737359
770	0.03444730578
771	0.03444730645
772	0.03444730645
773	0.03441688263
774	0.03441686232
775	0.03441684203
776	0.03441681526
777	0.03441680387
778	0.03441658884
779	0.03441656033
780	0.03441653159
781	0.03438342291
782	0.03435853624
783	0.03435853444
784	0.03435851364
785	0.03435851364
786	0.03435848629
787	0.03435848629
788	0.03435845978
789	0.03435844542
790	0.03435844542
791	0.03435844542
792	0.03435839312
793	0.03435839312
794	0.03435836257
795	0.03435836257
796	0.03435836596
797	0.03435836596
798	0.03435833997
799	0.03435833997
800	0.03435827926
801	0.03435827926
802	0.03435824139
803	0.03435824139
804	0.03435819483
805	0.03435819483
806	0.03435819459
807	0.03435819459
808	0.03435818478
809	0.03435818478
810	0.03435817864
811	0.03435817864
812	0.03435813981
813	0.03435813981
814	0.03435808161
815	0.03435808161
816	0.03435808161
817	0.03435806545
818	0.03435806545
819	0.0343580755
820	0.0343580755
821	0.03435806089
822	0.03435806089
823	0.03435798123
824	0.03435797891
825	0.03435796544
826	0.03435797939
827	0.03435797939
828	0.03434811087
829	0.03431967461
830	0.03431971021
831	0.03431967458
832	0.03431967094
833	0.03431965659
834	0.03431964313
835	0.03431962602
836	0.03431959611
837	0.03431963172
838	0.03431960756
839	0.03431960683
840	0.03431959362
841	0.03431959088
842	0.03431959088
843	0.03430676789
844	0.03430675051
845	0.03430672723
846	0.03430668979
847	0.03430669322
848	0.03430666426
849	0.0343066339
850	0.03430661684
851	0.03430661684
852	0.03429505329
853	0.03429501496
854	0.0342944747
855	0.03429404215
856	0.03429398921
857	0.03429394994
858	0.03429390615
859	0.0342935133
860	0.03429348065
861	0.03429344711
862	0.03426752835
863	0.03424615437
864	0.03422398382
865	0.03422397084
866	0.03422396441
867	0.03422393197
868	0.03422389501
869	0.03422388361
870	0.03422389552
871	0.03422387929
872	0.03422385554
873	0.03422385052
874	0.03422384252
875	0.0342237736
876	0.03422379621
877	0.03422379071
878	0.03422373711
879	0.03422377064
880	0.03422375195
881	0.03422371268
882	0.03422370971
883	0.03422370399
884	0.03422367865
885	0.03422366337
886	0.03422364925
887	0.0342236205
888	0.03422360197
889	0.03422360197
890	0.03422360358
891	0.03422357506
892	0.03422356251
893	0.03422354267
894	0.03422352715
895	0.03422353832
896	0.03422351365
897	0.03422348788
898	0.03422345409
899	0.0342234637
900	0.03422345206
901	0.03422341712
902	0.03422343102
903	0.03422339977
904	0.03422336303
905	0.03422336808
906	0.03422334411
907	0.03422334617
908	0.03422334432
909	0.03422330801
910	0.03422329322
911	0.03422328066
912	0.0342232761
913	0.0342232578
914	0.03422323867
915	0.03422322178
916	0.0342232051
917	0.0342232197
918	0.03422320283
919	0.03422318686
920	0.03422315579
921	0.03422317134
922	0.03422317134
923	0.03422314147
924	0.03422312321
925	0.03422310263
926	0.03422308779
927	0.03422308779
928	0.03422306751
929	0.03422306751
930	0.03422302986
931	0.03422302986
932	0.03422303146
933	0.03422302507
934	0.03422302507
935	0.03422300155
936	0.03422295729
937	0.03422293239
938	0.03422293239
939	0.03422294813
940	0.03422289271
941	0.03422289842
942	0.03422284706
943	0.03422284342
944	0.03422285805
945	0.03422284661
946	0.03422281991
947	0.03422274781
948	0.03422274848
949	0.03422272862
950	0.03422272725
951	0.03422270305
952	0.03422268137
953	0.0342226914
954	0.03422265444
955	0.03422265602
956	0.03422261682
957	0.03422261496
958	0.03422258437
959	0.03422256523
960	0.0342225677
961	0.03422252321
962	0.03422252297
963	0.0342225127
964	0.0342225127
965	0.03422246162
966	0.03422244884
967	0.03422243651
968	0.03422244382
969	0.03422243034
970	0.03422241094
971	0.03422241094
972	0.03422237694
973	0.03422237144
974	0.03422235276
975	0.03422233928
976	0.03422233655
977	0.03422233427
978	0.03422233517
979	0.03422230389
980	0.03422230389
981	0.03422221921
982	0.03422222472
983	0.03422222472
984	0.03422222107
985	0.03422220072
986	0.03422220779
987	0.03422220779
988	0.03422219936
989	0.03422211198
990	0.03422209419
991	0.0342220645
992	0.03422204943
993	0.03422203757
994	0.03422202091
995	0.0342220483
996	0.03422202527
997	0.03422200674
998	0.03422200674
999	0.03421186232
